"Waterbody","Sampling_Date","Latitude","Longitude","Taxon","TLEN","RWT","Sex","As_ug_ww","System_Type","Data_source","As_ug_ww_RAND"
"Chipman Lake","2016-07-18",49.98361,-86.23972,"NP",499,710,"F",0.075,"Lake","MECP",0.075
"Chipman Lake","2016-07-18",49.98361,-86.23972,"NP",563,760,"F",0.149,"Lake","MECP",0.149
"Chipman Lake","2016-07-18",49.98361,-86.23972,"NP",632,1500,"F",0.251,"Lake","MECP",0.251
"Chipman Lake","2016-07-18",49.98361,-86.23972,"NP",766,3050,"F",0.391,"Lake","MECP",0.391
"Chipman Lake","2016-07-18",49.98361,-86.23972,"NP",851,4450,"F",0.184,"Lake","MECP",0.184
"Chipman Lake","2016-07-18",49.98361,-86.23972,"NP",902,5000,"F",0.452,"Lake","MECP",0.452
"Chipman Lake","2016-07-18",49.98361,-86.23972,"WALL",371,460,"F",0.052,"Lake","MECP",0.052
"Chipman Lake","2016-07-18",49.98361,-86.23972,"WALL",405,600,"F",0.112,"Lake","MECP",0.112
"Chipman Lake","2016-07-18",49.98361,-86.23972,"WALL",461,660,"F",0.097,"Lake","MECP",0.097
"Chipman Lake","2016-07-18",49.98361,-86.23972,"WALL",501,1100,"F",0.139,"Lake","MECP",0.139
"Chipman Lake","2016-07-18",49.98361,-86.23972,"WALL",625,1550,"F",0.116,"Lake","MECP",0.116
"Chipman Lake","2016-07-18",49.98361,-86.23972,"WALL",575,1590,"F",0.147,"Lake","MECP",0.147
"Clam Lake","2016-10-17",45.53222,-79.15889,"LMB",310,398,"F",0.012,"Lake","MECP",0.00695
"Clam Lake","2016-10-17",45.53222,-79.15889,"LMB",373,786,"M",0.015,"Lake","MECP",0.01382
"Clam Lake","2016-10-17",45.53222,-79.15889,"LMB",410,1170,"M",0.015,"Lake","MECP",0.017
"Clam Lake","2016-10-17",45.53222,-79.15889,"NP",503,750,"M",0.014,"Lake","MECP",0.01605
"Clam Lake","2016-10-17",45.53222,-79.15889,"NP",634,1650,"M",0.021,"Lake","MECP",0.0197
"Clam Lake","2016-10-17",45.53222,-79.15889,"NP",827,4280,"M",0.023,"Lake","MECP",0.01836
"Clam Lake","2016-10-17",45.53222,-79.15889,"SMB",317,406,"F",0.026,"Lake","MECP",0.00756
"Clam Lake","2016-10-17",45.53222,-79.15889,"SMB",382,767,"F",0.014,"Lake","MECP",0.01279
"Clam Lake","2016-10-17",45.53222,-79.15889,"SMB",423,1001,"F",0.009,"Lake","MECP",0.0196
"Clam Lake","2016-10-17",45.53222,-79.15889,"WALL",505,1420,"F",0.017,"Lake","MECP",0.00616
"Clam Lake","2016-10-17",45.53222,-79.15889,"WALL",571,2110,"M",0.011,"Lake","MECP",0.01714
"Clam Lake","2016-10-17",45.53222,-79.15889,"WALL",645,3450,"F",0.019,"Lake","MECP",0.01072
"Clam Lake","2016-10-17",45.53222,-79.15889,"WS",425,840,"M",0.025,"Lake","MECP",0.01437
"Clam Lake","2016-10-17",45.53222,-79.15889,"WS",427,850,"M",0.026,"Lake","MECP",0.01005
"Clam Lake","2016-10-17",45.53222,-79.15889,"WS",481,1210,"M",0.017,"Lake","MECP",0.02478
"Clay Lake","2016-09-20",50.04917,-93.48556,"Black Crappie",296,420,"F",0.029,"Lake","MECP",0.00679
"Clay Lake","2010-09-16",50.04917,-93.48556,"LWF",342,398,"M",0.028,"Lake","MECP",0.01088
"Clay Lake","2016-09-20",50.04917,-93.48556,"LWF",344,420,"M",0.034,"Lake","MECP",0.00352
"Clay Lake","2010-09-16",50.04917,-93.48556,"LWF",392,540,"F",0.022,"Lake","MECP",0.01857
"Clay Lake","2010-09-16",50.04917,-93.48556,"LWF",436,900,"M",0.026,"Lake","MECP",0.01039
"Clay Lake","2010-09-16",50.04917,-93.48556,"LWF",481,1224,"F",0.031,"Lake","MECP",0.0119
"Clay Lake","2010-09-16",50.04917,-93.48556,"LWF",525,1578,"F",0.032,"Lake","MECP",0.00098
"Clay Lake","2016-09-20",50.04917,-93.48556,"NP",407,378,"F",0.016,"Lake","MECP",0.00273
"Clay Lake","2010-09-16",50.04917,-93.48556,"NP",524,872,"M",0.021,"Lake","MECP",0.00146
"Clay Lake","2010-09-16",50.04917,-93.48556,"NP",642,1664,"M",0.024,"Lake","MECP",0.00113
"Clay Lake","2010-09-16",50.04917,-93.48556,"NP",780,3000,"F",0.024,"Lake","MECP",0.00448
"Clay Lake","2014-09-23",50.04917,-93.48556,"NP",844,3350,"F",0.02,"Lake","MECP",0.01059
"Clay Lake","2014-09-23",50.04917,-93.48556,"NP",835,3450,"F",0.06,"Lake","MECP",0.06
"Clay Lake","2010-09-16",50.04917,-93.48556,"NP",892,4800,"F",0.022,"Lake","MECP",0.00091
"Clay Lake","2010-09-16",50.04917,-93.48556,"NP",944,5400,"F",0.026,"Lake","MECP",0.00406
"Clay Lake","2010-09-16",50.04917,-93.48556,"SAUG",424,594,"F",0.038,"Lake","MECP",0.00597
"Clay Lake","2016-09-20",50.04917,-93.48556,"SMB",273,300,"F",0.036,"Lake","MECP",0.01342
"Clay Lake","2016-09-20",50.04917,-93.48556,"WALL",227,104,"F",0.032,"Lake","MECP",0.0048
"Clay Lake","2010-09-16",50.04917,-93.48556,"WALL",352,374,"F",0.052,"Lake","MECP",0.052
"Clay Lake","2010-09-16",50.04917,-93.48556,"WALL",370,450,"M",0.023,"Lake","MECP",0.00851
"Clay Lake","2010-09-16",50.04917,-93.48556,"WALL",390,530,"M",0.056,"Lake","MECP",0.056
"Clay Lake","2010-09-16",50.04917,-93.48556,"WALL",422,690,"M",0.026,"Lake","MECP",0.0107
"Clay Lake","2010-09-16",50.04917,-93.48556,"WALL",440,1046,"F",0.025,"Lake","MECP",0.02221
"Clay Lake","2010-09-16",50.04917,-93.48556,"WALL",505,1192,"F",0.032,"Lake","MECP",0.00473
"Clay Lake","2010-09-16",50.04917,-93.48556,"WALL",488,1414,"F",0.031,"Lake","MECP",0.01282
"Clay Lake","2010-09-16",50.04917,-93.48556,"WALL",544,1454,"F",0.03,"Lake","MECP",0.00068
"Clay Lake","2014-09-23",50.04917,-93.48556,"WALL",517,1605,"",0.024,"Lake","MECP",0.00972
"Clay Lake","2016-09-20",50.04917,-93.48556,"YPERCH",230,154,"F",0.008,"Lake","MECP",0.00385
"Clay Lake","2010-09-16",50.04917,-93.48556,"YPERCH",252,240,"M",0.015,"Lake","MECP",0.01007
"Clay Lake","2010-09-16",50.04917,-93.48556,"YPERCH",259,268,"M",0.008,"Lake","MECP",0.02441
"Clay Lake","2010-09-16",50.04917,-93.48556,"YPERCH",283,306,"F",0.01,"Lake","MECP",0.01598
"Clay Lake","2010-09-16",50.04917,-93.48556,"YPERCH",293,306,"F",0.011,"Lake","MECP",0.012
"Clay Lake","2010-09-16",50.04917,-93.48556,"YPERCH",287,312,"F",0.013,"Lake","MECP",0.00255
"Clear (Watt) Lake","2014-07-04",46.09833,-79.78111,"SMB",258,185,"M",0.031,"Lake","MECP",0.01327
"Clear (Watt) Lake","2014-07-04",46.09833,-79.78111,"SMB",373,690,"",0.033,"Lake","MECP",0.01715
"Clear (Watt) Lake","2014-07-04",46.09833,-79.78111,"WALL",315,253,"M",0.028,"Lake","MECP",0.01255
"Clear (Watt) Lake","2014-07-04",46.09833,-79.78111,"WALL",444,763,"M",0.027,"Lake","MECP",0.00107
"Clear (Watt) Lake","2014-07-04",46.09833,-79.78111,"WALL",515,1255,"",0.048,"Lake","MECP",0.0185
"Colonna Lake","2016-11-09",50.12611,-93.87056,"CISCO",370,1000,"M",0.049,"Lake","MECP",0.01579
"Colonna Lake","2016-11-09",50.12611,-93.87056,"CISCO",430,1200,"F",0.028,"Lake","MECP",0.00524
"Colonna Lake","2016-11-09",50.12611,-93.87056,"CISCO",470,1300,"M",0.057,"Lake","MECP",0.057
"Colonna Lake","2016-11-09",50.12611,-93.87056,"NP",470,800,"M",0.011,"Lake","MECP",0.01476
"Colonna Lake","2016-11-09",50.12611,-93.87056,"NP",500,1200,"M",0.014,"Lake","MECP",0.02006
"Colonna Lake","2016-11-09",50.12611,-93.87056,"NP",550,1200,"F",0.016,"Lake","MECP",0.01701
"Colonna Lake","2016-11-09",50.12611,-93.87056,"WALL",380,200,"M",0.019,"Lake","MECP",0.01563
"Colonna Lake","2016-11-09",50.12611,-93.87056,"WALL",480,1400,"F",0.018,"Lake","MECP",4e-04
"Colonna Lake","2016-11-09",50.12611,-93.87056,"WALL",590,1900,"F",0.025,"Lake","MECP",0.00723
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"Black Crappie",186,110,"F",0.077,"Lake","MECP",0.077
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"Black Crappie",238,260,"F",0.07,"Lake","MECP",0.07
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"Black Crappie",275,420,"F",0.062,"Lake","MECP",0.062
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"NP",542,950,"M",0.023,"Lake","MECP",0.00663
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"NP",666,1650,"F",0.026,"Lake","MECP",0.0039
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"NP",782,2700,"F",0.031,"Lake","MECP",0.00996
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"SMB",192,105,"",0.109,"Lake","MECP",0.109
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"SMB",317,525,"M",0.111,"Lake","MECP",0.111
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"SMB",426,1425,"M",0.156,"Lake","MECP",0.156
"Conestogo Lake","2012-01-01",43.69611,-80.73139,"WALL",352,300,"F",0.055,"Lake","MECP",0.055
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"WALL",318,300,"F",0.056,"Lake","MECP",0.056
"Conestogo Lake","2012-01-01",43.69611,-80.73139,"WALL",375,404,"M",0.068,"Lake","MECP",0.068
"Conestogo Lake","2012-01-01",43.69611,-80.73139,"WALL",488,984,"F",0.049,"Lake","MECP",0.00105
"Conestogo Lake","2012-01-01",43.69611,-80.73139,"WALL",518,1103,"M",0.043,"Lake","MECP",0.00773
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"WALL",511,1400,"M",0.088,"Lake","MECP",0.088
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"WALL",708,3725,"F",0.05,"Lake","MECP",0.05
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"YPERCH",197,90,"M",0.015,"Lake","MECP",0.00432
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"YPERCH",235,165,"F",0.016,"Lake","MECP",0.00723
"Conestogo Lake","2017-09-14",43.69611,-80.73139,"YPERCH",300,400,"F",0.017,"Lake","MECP",0.01373
"Confederation Lake","2014-08-18",51.15,-92.66667,"LT",450,733,"M",0.017,"Lake","MECP",0.01484
"Confederation Lake","2014-08-18",51.15,-92.66667,"LT",475,896,"F",0.041,"Lake","MECP",0.01566
"Confederation Lake","2014-08-18",51.15,-92.66667,"LT",517,1120,"F",0.096,"Lake","MECP",0.096
"Confederation Lake","2014-08-18",51.06667,-92.71667,"LT",562,1579,"M",0.032,"Lake","MECP",0.00942
"Confederation Lake","2014-08-18",51.06667,-92.71667,"LT",592,1797,"F",0.045,"Lake","MECP",0.01192
"Confederation Lake","2014-08-18",51.15,-92.66667,"LT",579,1833,"M",0.031,"Lake","MECP",0.00109
"Confederation Lake","2014-08-18",51.06667,-92.71667,"LT",583,1849,"F",0.048,"Lake","MECP",0.00067
"Confederation Lake","2014-08-18",51.15,-92.66667,"LT",675,3257,"F",0.015,"Lake","MECP",0.01266
"Confederation Lake","2014-08-18",51.15,-92.66667,"NP",557,1177,"M",0.006,"Lake","MECP",0.00272
"Confederation Lake","2014-08-18",51.06667,-92.71667,"NP",599,1276,"F",0.017,"Lake","MECP",0.00131
"Confederation Lake","2014-08-18",51.06667,-92.71667,"NP",643,1365,"M",0.02,"Lake","MECP",0.01819
"Confederation Lake","2014-08-18",51.15,-92.66667,"NP",622,1453,"F",0.015,"Lake","MECP",0.01236
"Confederation Lake","2014-08-18",51.15,-92.66667,"NP",635,1461,"F",0.023,"Lake","MECP",0.02457
"Confederation Lake","2014-08-18",51.06667,-92.71667,"NP",660,1620,"F",0.019,"Lake","MECP",0.00119
"Confederation Lake","2014-08-18",51.15,-92.66667,"NP",695,2189,"F",0.017,"Lake","MECP",0.00522
"Confederation Lake","2014-08-18",51.15,-92.66667,"NP",742,2379,"F",0.024,"Lake","MECP",0.00513
"Confederation Lake","2014-08-18",51.15,-92.66667,"WS",491,1343,"M",0.02,"Lake","MECP",0.00604
"Confederation Lake","2014-08-18",51.15,-92.66667,"WS",513,1425,"F",0.023,"Lake","MECP",0.01562
"Confederation Lake","2014-08-18",51.15,-92.66667,"WS",495,1461,"M",0.017,"Lake","MECP",0.02123
"Confederation Lake","2014-08-18",51.15,-92.66667,"WS",549,1547,"M",0.013,"Lake","MECP",0.00348
"Confederation Lake","2014-08-18",51.15,-92.66667,"WS",602,2105,"F",0.014,"Lake","MECP",0.01082
"Constance Lake","2014-09-27",49.805,-84.15694,"NP",497,600,"M",0.013,"Lake","MECP",0.00392
"Constance Lake","2014-09-26",49.805,-84.15694,"NP",600,1300,"M",0.012,"Lake","MECP",0.01951
"Constance Lake","2014-09-28",49.805,-84.15694,"NP",765,2900,"F",0.014,"Lake","MECP",0.01637
"Crooked Lake","2010-09-08",46.14833,-80.73611,"LMB",177,76,"F",0.03,"Lake","MECP",0.0055
"Crooked Lake","2010-09-08",46.14833,-80.73611,"LMB",186,88,"F",0.02,"Lake","MECP",0.00254
"Crooked Lake","2010-09-08",46.14833,-80.73611,"LMB",231,170,"F",0.049,"Lake","MECP",0.00459
"Crooked Lake","2010-09-08",46.14833,-80.73611,"LMB",290,350,"F",0.031,"Lake","MECP",0.00469
"Crooked Lake","2010-09-08",46.14833,-80.73611,"NP",274,130,"M",0.024,"Lake","MECP",0.00836
"Crooked Lake","2010-09-08",46.14833,-80.73611,"NP",386,290,"M",0.042,"Lake","MECP",0.00859
"Crooked Lake","2010-09-08",46.14833,-80.73611,"NP",408,340,"F",0.054,"Lake","MECP",0.054
"Crooked Lake","2010-09-08",46.14833,-80.73611,"NP",421,440,"M",0.062,"Lake","MECP",0.062
"Crooked Lake","2010-09-08",46.14833,-80.73611,"NP",451,450,"F",0.05,"Lake","MECP",0.05
"Crooked Lake","2010-09-08",46.14833,-80.73611,"NP",509,700,"M",0.056,"Lake","MECP",0.056
"Crooked Lake","2010-09-08",46.14833,-80.73611,"NP",642,1400,"F",0.134,"Lake","MECP",0.134
"Crooked Lake","2010-09-08",46.14833,-80.73611,"NP",852,3900,"F",0.096,"Lake","MECP",0.096
"Crooked Lake","2010-09-08",46.14833,-80.73611,"SMB",210,118,"M",0.061,"Lake","MECP",0.061
"Crooked Lake","2010-09-08",46.14833,-80.73611,"SMB",263,210,"M",0.041,"Lake","MECP",0.00822
"Crooked Lake","2010-09-08",46.14833,-80.73611,"SMB",250,236,"M",0.058,"Lake","MECP",0.058
"Crooked Lake","2010-09-08",46.14833,-80.73611,"SMB",280,260,"F",0.081,"Lake","MECP",0.081
"Crooked Lake","2010-09-08",46.14833,-80.73611,"SMB",307,380,"M",0.066,"Lake","MECP",0.066
"Crooked Lake","2010-09-08",46.14833,-80.73611,"SMB",322,400,"M",0.037,"Lake","MECP",0.01899
"Crooked Lake","2010-09-08",46.14833,-80.73611,"SMB",345,560,"F",0.041,"Lake","MECP",0.01392
"Crooked Lake","2010-09-08",46.14833,-80.73611,"SMB",435,1100,"F",0.039,"Lake","MECP",0.02099
"Crooked Lake","2010-09-08",46.14833,-80.73611,"WALL",241,108,"M",0.022,"Lake","MECP",0.02444
"Crooked Lake","2010-09-08",46.14833,-80.73611,"WALL",362,365,"F",0.029,"Lake","MECP",0.00861
"Crooked Lake","2010-09-08",46.14833,-80.73611,"WALL",475,980,"M",0.037,"Lake","MECP",0.02433
"Crooked Lake","2010-09-08",46.14833,-80.73611,"WALL",536,1640,"F",0.055,"Lake","MECP",0.055
"Crooked Lake","2010-09-08",46.14833,-80.73611,"WALL",628,2360,"M",0.05,"Lake","MECP",0.05
"Crooked Lake","2010-09-08",46.14833,-80.73611,"WALL",596,2450,"F",0.072,"Lake","MECP",0.072
"Cygnet Lake","2017-09-20",49.99361,-94.88,"CISCO",252,200,"",0.096,"Lake","MECP",0.096
"Cygnet Lake","2017-09-20",49.99361,-94.88,"CISCO",287,272,"",0.125,"Lake","MECP",0.125
"Cygnet Lake","2017-09-20",49.99361,-94.88,"CISCO",320,422,"F",0.107,"Lake","MECP",0.107
"Cygnet Lake","2017-09-20",49.99361,-94.88,"NP",454,410,"F",0.012,"Lake","MECP",0.01371
"Cygnet Lake","2015-08-22",49.99361,-94.88,"NP",545,1031,"",0.012,"Lake","MECP",0.01694
"Cygnet Lake","2017-09-20",49.99361,-94.88,"NP",620,1150,"M",0.011,"Lake","MECP",0.01976
"Cygnet Lake","2015-08-22",49.99361,-94.88,"NP",625,1477,"",0.019,"Lake","MECP",0.01622
"Cygnet Lake","2017-09-20",49.99361,-94.88,"NP",732,2522,"F",0.019,"Lake","MECP",0.02262
"Cygnet Lake","2015-08-22",49.99361,-94.88,"NP",970,5886,"",0.014,"Lake","MECP",0.0236
"Cygnet Lake","2017-09-20",49.99361,-94.88,"WALL",219,104,"",0.013,"Lake","MECP",0.01768
"Cygnet Lake","2017-09-20",49.99361,-94.88,"WALL",370,483,"F",0.016,"Lake","MECP",0.02077
"Cygnet Lake","2015-08-22",49.99361,-94.88,"WALL",376,522,"",0.013,"Lake","MECP",0.00125
"Cygnet Lake","2015-08-22",49.99361,-94.88,"WALL",392,669,"",0.012,"Lake","MECP",0.02185
"Cygnet Lake","2017-09-20",49.99361,-94.88,"WALL",502,1375,"F",0.019,"Lake","MECP",0.01244
"Cygnet Lake","2015-08-22",49.99361,-94.88,"WALL",546,1667,"",0.02,"Lake","MECP",0.0019
"Cygnet Lake","2015-08-22",49.99361,-94.88,"WS",320,443,"",0.015,"Lake","MECP",0.01643
"Cygnet Lake","2015-08-22",49.99361,-94.88,"WS",355,571,"",0.016,"Lake","MECP",0.00419
"Cygnet Lake","2015-08-22",49.99361,-94.88,"WS",412,996,"",0.01,"Lake","MECP",0.00353
"Deer Lake","2014-08-23",46.48194,-80.21722,"NP",562,857,"F",0.018,"Lake","MECP",0.01532
"Deer Lake","2014-08-23",46.48194,-80.21722,"NP",649,1500,"F",0.03,"Lake","MECP",0.01824
"Deer Lake","2014-08-23",46.48194,-80.21722,"WALL",470,955,"",0.016,"Lake","MECP",0.01562
"Deer Lake","2014-08-23",46.48194,-80.21722,"WALL",589,2020,"F",0.018,"Lake","MECP",0.02023
"Delaney Lake","2015-08-22",50.09306,-94.04861,"BUR",413,496,"M",0.544,"Lake","MECP",0.544
"Delaney Lake","2015-08-22",50.09306,-94.04861,"BUR",747,686,"F",0.51,"Lake","MECP",0.51
"Delaney Lake","2015-08-22",50.09306,-94.04861,"BUR",518,907,"M",0.347,"Lake","MECP",0.347
"Delaney Lake","2015-08-22",50.09306,-94.04861,"LT",379,367,"F",0.055,"Lake","MECP",0.055
"Delaney Lake","2015-08-22",50.09306,-94.04861,"LT",554,1267,"M",0.067,"Lake","MECP",0.067
"Delaney Lake","2016-02-07",50.09306,-94.04861,"LT",539,1668,"",0.051,"Lake","MECP",0.051
"Delaney Lake","2015-08-22",50.09306,-94.04861,"LT",720,3361,"M",0.579,"Lake","MECP",0.579
"Delaney Lake","2015-08-22",50.09306,-94.04861,"LWF",419,622,"F",0.332,"Lake","MECP",0.332
"Delaney Lake","2015-08-22",50.09306,-94.04861,"LWF",526,1274,"F",0.293,"Lake","MECP",0.293
"Delaney Lake","2016-02-07",50.09306,-94.04861,"LWF",590,2350,"M",0.323,"Lake","MECP",0.323
"Delaney Lake","2015-08-22",50.09306,-94.04861,"LWF",650,2473,"F",0.693,"Lake","MECP",0.693
"Delaney Lake","2015-08-22",50.09306,-94.04861,"MUSK",786,2950,"M",0.034,"Lake","MECP",0.00617
"Delaney Lake","2015-08-22",50.09306,-94.04861,"MUSK",863,3953,"M",0.025,"Lake","MECP",0.02252
"Delaney Lake","2015-08-22",50.09306,-94.04861,"NP",638,1431,"M",0.038,"Lake","MECP",0.01894
"Delaney Lake","2015-08-22",50.09306,-94.04861,"NP",626,1674,"F",0.024,"Lake","MECP",0.01034
"Delaney Lake","2016-02-07",50.09306,-94.04861,"NP",730,2853,"",0.094,"Lake","MECP",0.094
"Delaney Lake","2015-08-22",50.09306,-94.04861,"NP",975,6265,"F",1.565,"Lake","MECP",1.565
"Delaney Lake","2015-08-22",50.09306,-94.04861,"SMB",404,1001,"F",0.04,"Lake","MECP",0.0076
"Delaney Lake","2015-08-22",50.09306,-94.04861,"SMB",413,1176,"F",0.029,"Lake","MECP",0.00593
"Delaney Lake","2015-08-22",50.09306,-94.04861,"SMB",470,1576,"F",0.028,"Lake","MECP",0.02272
"Delaney Lake","2015-08-22",50.09306,-94.04861,"WALL",523,1666,"F",0.076,"Lake","MECP",0.076
"Delaney Lake","2015-08-22",50.09306,-94.04861,"WS",313,381,"F",0.077,"Lake","MECP",0.077
"Delaney Lake","2015-08-22",50.09306,-94.04861,"WS",393,727,"F",0.045,"Lake","MECP",0.0201
"Delaney Lake","2016-02-07",50.09306,-94.04861,"WS",390,818,"",0.066,"Lake","MECP",0.066
"Delaney Lake","2015-08-22",50.09306,-94.04861,"WS",427,845,"F",0.035,"Lake","MECP",0.00939
"Doe Lake","2013-01-01",45.53389,-79.41417,"WALL",333,345,"F",0.015,"Lake","MECP",0.0074
"Doe Lake","2013-01-01",45.53389,-79.41417,"WALL",347,370,"M",0.006,"Lake","MECP",0.00583
"Doe Lake","2013-01-01",45.53389,-79.41417,"WALL",490,1170,"M",0.023,"Lake","MECP",8e-05
"Doe Lake","2013-01-01",45.53389,-79.41417,"WALL",473,1348,"F",0.02,"Lake","MECP",0.01032
"Doe Lake","2013-01-01",45.53389,-79.41417,"WALL",657,2888,"M",0.031,"Lake","MECP",0.01048
"Eagle Lake","2016-07-09",49.70583,-93.16889,"BUR",429,613,"F",0.112,"Lake","MECP",0.112
"Eagle Lake","2016-07-09",49.70583,-93.16889,"BUR",482,761,"M",0.132,"Lake","MECP",0.132
"Eagle Lake","2016-07-07",49.81389,-93.37278,"LT",765,4345,"F",0.034,"Lake","MECP",0.02206
"Eagle Lake","2016-07-07",49.81389,-93.37278,"LT",825,5670,"F",0.109,"Lake","MECP",0.109
"Eagle Lake","2016-07-07",49.81389,-93.37278,"LT",955,8029,"M",0.065,"Lake","MECP",0.065
"Eagle Lake","2016-07-07",49.81389,-93.37278,"LWF",409,634,"M",0.182,"Lake","MECP",0.182
"Eagle Lake","2016-07-07",49.81389,-93.37278,"LWF",492,1288,"M",0.091,"Lake","MECP",0.091
"Eagle Lake","2016-07-07",49.81389,-93.37278,"LWF",587,2035,"M",0.112,"Lake","MECP",0.112
"Eagle Lake","2016-07-09",49.70583,-93.16889,"MUSK",1002,6010,"M",0.035,"Lake","MECP",0.02161
"Eagle Lake","2016-07-07",49.81389,-93.37278,"NP",427,436,"F",0.019,"Lake","MECP",0.00275
"Eagle Lake","2016-07-07",49.81389,-93.37278,"NP",631,1541,"M",0.12,"Lake","MECP",0.12
"Eagle Lake","2016-07-07",49.81389,-93.37278,"NP",1066,8727,"F",0.118,"Lake","MECP",0.118
"Eagle Lake","2016-07-09",49.70583,-93.16889,"SAUG",338,330,"M",0.016,"Lake","MECP",0.00945
"Eagle Lake","2016-07-09",49.70583,-93.16889,"SAUG",376,416,"F",0.015,"Lake","MECP",0.01548
"Eagle Lake","2016-07-09",49.70583,-93.16889,"SAUG",396,458,"M",0.027,"Lake","MECP",0.0024
"Eagle Lake","2016-07-07",49.81389,-93.37278,"SHRH",427,851,"M",0.026,"Lake","MECP",0.00769
"Eagle Lake","2016-07-07",49.81389,-93.37278,"SHRH",488,1200,"F",0.041,"Lake","MECP",0.0217
"Eagle Lake","2016-07-07",49.81389,-93.37278,"SMB",387,1036,"F",0.031,"Lake","MECP",0.00186
"Eagle Lake","2016-07-07",49.81389,-93.37278,"SMB",466,1443,"F",0.03,"Lake","MECP",0.00718
"Eagle Lake","2016-07-07",49.81389,-93.37278,"WALL",346,361,"M",0.021,"Lake","MECP",0.01218
"Eagle Lake","2016-07-07",49.81389,-93.37278,"WALL",558,1530,"F",0.053,"Lake","MECP",0.053
"Eagle Lake","2016-07-07",49.81389,-93.37278,"WALL",700,2986,"F",0.069,"Lake","MECP",0.069
"Eagle Lake","2016-07-07",49.81389,-93.37278,"WS",286,333,"F",0.073,"Lake","MECP",0.073
"Eagle Lake","2016-07-07",49.81389,-93.37278,"WS",478,1117,"F",0.031,"Lake","MECP",0.01148
"Eagle Lake","2016-07-07",49.81389,-93.37278,"WS",558,2218,"F",0.045,"Lake","MECP",0.00611
"Elbow Lake","2013-08-15",48.69083,-88.73389,"BT",319,201,"F",0.006,"Lake","MECP",0.01956
"Elbow Lake","2013-08-15",48.69083,-88.73389,"BT",345,270,"F",0.006,"Lake","MECP",0.01474
"Elbow Lake","2013-08-15",48.69083,-88.73389,"BT",398,498,"M",0.009,"Lake","MECP",0.00782
"Empire Lake","2015-11-06",49.61583,-87.93722,"LWF",401,659,"M",0.051,"Lake","MECP",0.051
"Empire Lake","2015-11-07",49.61583,-87.93722,"LWF",491,731,"F",0.04,"Lake","MECP",0.00104
"Empire Lake","2015-11-07",49.61583,-87.93722,"LWF",569,2124,"M",0.013,"Lake","MECP",0.00088
"Empire Lake","2015-11-07",49.61583,-87.93722,"NP",705,1950,"",0.868,"Lake","MECP",0.868
"Empire Lake","2015-11-07",49.61583,-87.93722,"NP",710,2694,"F",0.462,"Lake","MECP",0.462
"Empire Lake","2015-11-06",49.61583,-87.93722,"NP",835,3892,"M",0.967,"Lake","MECP",0.967
"Empire Lake","2015-09-10",49.61583,-87.93722,"WALL",436,70,"M",0.127,"Lake","MECP",0.127
"Empire Lake","2015-09-10",49.61583,-87.93722,"WALL",315,261,"M",0.149,"Lake","MECP",0.149
"Empire Lake","2015-09-10",49.61583,-87.93722,"WS",439,1077,"F",0.142,"Lake","MECP",0.142
"Empire Lake","2015-11-06",49.61583,-87.93722,"WS",642,1894,"M",0.07,"Lake","MECP",0.07
