"Waterbody","Sampling_Date","Latitude","Longitude","Taxon","TLEN","RWT","Sex","As_ug_ww","System_Type","Data_source","As_ug_ww_RAND"
"Blackwater River","2015-09-12",49.61083,-87.95361,"NP",187,33,"",0.86,"River","MECP",0.86
"Blackwater River","2015-09-12",49.61083,-87.95361,"NP",250,78,"",1.895,"River","MECP",1.895
"Blackwater River","2015-09-13",49.61083,-87.95361,"NP",325,176,"M",1.421,"River","MECP",1.421
"Blackwater River","2015-09-13",49.61083,-87.95361,"NP",363,235,"M",0.869,"River","MECP",0.869
"Blackwater River","2012-09-19",49.52028,-88.14278,"NP",448,460,"F",1.037,"River","MECP",1.037
"Blackwater River","2015-09-13",49.61083,-87.95361,"NP",439,467,"F",2.448,"River","MECP",2.448
"Blackwater River","2015-09-13",49.61083,-87.95361,"NP",521,840,"F",1.039,"River","MECP",1.039
"Blackwater River","2012-09-19",49.52028,-88.14278,"NP",561,970,"M",0.602,"River","MECP",0.602
"Blackwater River","2012-09-19",49.52028,-88.14278,"NP",640,1750,"M",0.949,"River","MECP",0.949
"Blackwater River","2015-11-06",49.61083,-87.95361,"NP",705,1867,"M",1.395,"River","MECP",1.395
"Blackwater River","2015-09-13",49.61083,-87.95361,"NP",688,1892,"F",1.234,"River","MECP",1.234
"Blackwater River","2015-09-13",49.61083,-87.95361,"WALL",226,43,"",0.163,"River","MECP",0.163
"Blackwater River","2012-09-19",49.52028,-88.14278,"WALL",218,81,"M",0.058,"River","MECP",0.058
"Blackwater River","2012-09-19",49.52028,-88.14278,"WALL",313,244,"M",0.249,"River","MECP",0.249
"Blackwater River","2015-09-13",49.61083,-87.95361,"WALL",312,251,"M",0.112,"River","MECP",0.112
"Blackwater River","2015-09-12",49.61083,-87.95361,"WALL",395,496,"M",0.091,"River","MECP",0.091
"Blackwater River","2012-09-19",49.52028,-88.14278,"WALL",394,510,"M",0.159,"River","MECP",0.159
"Blackwater River","2012-09-19",49.52028,-88.14278,"WALL",469,869,"M",0.102,"River","MECP",0.102
"Blackwater River","2015-11-06",49.61083,-87.95361,"WALL",471,1041,"M",0.392,"River","MECP",0.392
"Blackwater River","2015-09-11",49.61083,-87.95361,"WALL",572,1855,"",0.953,"River","MECP",0.953
"Blackwater River","2015-09-10",49.61083,-87.95361,"WALL",730,4000,"F",1.174,"River","MECP",1.174
"Blackwater River","2012-09-19",49.52028,-88.14278,"WS",304,334,"M",0.254,"River","MECP",0.254
"Blackwater River","2015-09-11",49.61083,-87.95361,"WS",372,529,"F",0.089,"River","MECP",0.089
"Blackwater River","2012-09-19",49.52028,-88.14278,"WS",420,544,"M",0.189,"River","MECP",0.189
"Blackwater River","2015-09-13",49.61083,-87.95361,"WS",466,1215,"F",0.075,"River","MECP",0.075
"Blackwater River","2012-09-19",49.52028,-88.14278,"WS",518,1695,"M",0.065,"River","MECP",0.065
"Blackwater River","2015-09-10",49.61083,-87.95361,"WS",564,1750,"F",0.161,"River","MECP",0.161
"Blueberry Lake","2017-09-19",50.15222,-94.74333,"NP",349,232,"M",0.009,"Lake","MECP",0.02209
"Blueberry Lake","2017-09-19",50.15222,-94.74333,"NP",495,762,"M",0.015,"Lake","MECP",0.00671
"Blueberry Lake","2017-09-19",50.15222,-94.74333,"NP",605,850,"F",0.012,"Lake","MECP",0.00058
"Blueberry Lake","2017-08-13",50.15222,-94.74333,"SMB",360,762,"",0.043,"Lake","MECP",0.00903
"Blueberry Lake","2017-08-13",50.15222,-94.74333,"SMB",420,1336,"",0.04,"Lake","MECP",0.00249
"Blueberry Lake","2017-08-13",50.15222,-94.74333,"SMB",473,1650,"",0.051,"Lake","MECP",0.051
"Blueberry Lake","2017-09-19",50.15222,-94.74333,"WALL",365,461,"M",0.012,"Lake","MECP",0.00888
"Blueberry Lake","2017-09-19",50.15222,-94.74333,"WALL",419,685,"F",0.011,"Lake","MECP",0.00793
"Blueberry Lake","2017-09-19",50.15222,-94.74333,"WALL",467,1153,"F",0.008,"Lake","MECP",0.01638
"Blueberry Lake","2017-08-13",50.15222,-94.74333,"WS",463,1519,"",0.023,"Lake","MECP",0.02469
"Blueberry Lake","2017-08-13",50.15222,-94.74333,"WS",495,1731,"",0.03,"Lake","MECP",0.01173
"Blueberry Lake","2017-08-13",50.15222,-94.74333,"WS",518,1931,"",0.024,"Lake","MECP",0.00877
"Borden Lake","2015-08-04",47.82333,-83.29722,"LT",673,3450,"F",0.061,"Lake","MECP",0.061
"Borden Lake","2010-06-27",47.82333,-83.29722,"LWF",454,1075,"F",0.057,"Lake","MECP",0.057
"Borden Lake","2010-06-27",47.82333,-83.29722,"LWF",500,1550,"M",0.026,"Lake","MECP",0.01423
"Borden Lake","2010-06-27",47.82333,-83.29722,"LWF",558,2100,"M",0.036,"Lake","MECP",0.00168
"Borden Lake","2010-06-27",47.82333,-83.29722,"LWF",598,2550,"F",0.039,"Lake","MECP",0.00958
"Borden Lake","2010-06-27",47.82333,-83.29722,"LWF",622,2750,"F",0.029,"Lake","MECP",0.00732
"Borden Lake","2015-08-04",47.82333,-83.29722,"NP",428,440,"F",0.016,"Lake","MECP",0.00668
"Borden Lake","2015-08-04",47.82333,-83.29722,"NP",419,450,"M",0.02,"Lake","MECP",0.0221
"Borden Lake","2015-08-04",47.82333,-83.29722,"NP",596,1250,"F",0.02,"Lake","MECP",0.00842
"Borden Lake","2015-08-04",47.82333,-83.29722,"SMB",389,880,"F",0.026,"Lake","MECP",0.01459
"Borden Lake","2015-08-04",47.82333,-83.29722,"SMB",316,900,"F",0.031,"Lake","MECP",0.00157
"Borden Lake","2015-08-04",47.82333,-83.29722,"SMB",495,1900,"F",0.021,"Lake","MECP",0.00922
"Borden Lake","2010-06-27",47.82333,-83.29722,"WALL",258,144,"M",0.042,"Lake","MECP",0.02177
"Borden Lake","2010-06-27",47.82333,-83.29722,"WALL",280,185,"F",0.033,"Lake","MECP",0.01841
"Borden Lake","2015-08-04",47.82333,-83.29722,"WALL",344,350,"M",0.04,"Lake","MECP",0.0211
"Borden Lake","2010-06-27",47.82333,-83.29722,"WALL",356,395,"M",0.028,"Lake","MECP",0.01034
"Borden Lake","2015-08-04",47.82333,-83.29722,"WALL",399,510,"M",0.029,"Lake","MECP",0.01416
"Borden Lake","2015-08-04",47.82333,-83.29722,"WALL",512,1200,"F",0.083,"Lake","MECP",0.083
"Borden Lake","2010-06-27",47.82333,-83.29722,"WALL",520,1450,"M",0.066,"Lake","MECP",0.066
"Borden Lake","2010-06-27",47.82333,-83.29722,"WALL",536,1497,"M",0.036,"Lake","MECP",0.00589
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"NP",274,100,"",0.033,"River","MECP",0.01218
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"NP",295,110,"M",0.029,"River","MECP",0.01319
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"NP",289,110,"M",0.035,"River","MECP",0.02289
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"NP",304,120,"",0.039,"River","MECP",0.01774
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"NP",514,800,"F",0.033,"River","MECP",0.0034
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"WS",258,170,"M",0.053,"River","MECP",0.053
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"WS",290,260,"M",0.036,"River","MECP",0.00564
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"WS",337,450,"M",0.039,"River","MECP",0.01221
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"WS",360,500,"M",0.038,"River","MECP",0.01549
"Brookbank Creek","2012-08-22",49.72111,-87.82222,"WS",370,600,"F",0.042,"River","MECP",0.00987
"Bruce Lake","2017-07-05",50.815,-93.31528,"LWF",345,493,"",0.107,"Lake","MECP",0.107
"Bruce Lake","2017-07-05",50.815,-93.31528,"LWF",418,818,"",0.095,"Lake","MECP",0.095
"Bruce Lake","2017-07-05",50.815,-93.31528,"LWF",440,969,"",0.143,"Lake","MECP",0.143
"Bruce Lake","2017-07-05",50.815,-93.31528,"NP",584,1297,"",0.08,"Lake","MECP",0.08
"Bruce Lake","2017-07-05",50.815,-93.31528,"NP",776,2304,"",0.09,"Lake","MECP",0.09
"Bruce Lake","2017-07-05",50.815,-93.31528,"NP",994,7602,"",0.122,"Lake","MECP",0.122
"Bruce Lake","2017-07-05",50.815,-93.31528,"SAUG",284,143,"",0.092,"Lake","MECP",0.092
"Bruce Lake","2017-07-05",50.815,-93.31528,"SAUG",330,264,"",0.08,"Lake","MECP",0.08
"Bruce Lake","2017-07-05",50.815,-93.31528,"SAUG",380,381,"",0.119,"Lake","MECP",0.119
"Bruce Lake","2017-07-05",50.815,-93.31528,"WALL",358,403,"",0.052,"Lake","MECP",0.052
"Bruce Lake","2017-07-05",50.815,-93.31528,"WALL",486,973,"",0.079,"Lake","MECP",0.079
"Bruce Lake","2017-07-05",50.815,-93.31528,"WALL",541,1430,"",0.051,"Lake","MECP",0.051
"Bruce Lake","2017-07-05",50.815,-93.31528,"WS",409,894,"",0.05,"Lake","MECP",0.05
"Bruce Lake","2017-07-05",50.815,-93.31528,"WS",452,1150,"",0.056,"Lake","MECP",0.056
"Bruce Lake","2017-07-05",50.815,-93.31528,"WS",512,1855,"",0.032,"Lake","MECP",0.00121
"Burrows Lake","2016-07-05",49.95222,-86.73833,"NP",397,270,"F",0.073,"Lake","MECP",0.073
"Burrows Lake","2016-07-05",49.95222,-86.73833,"NP",596,1000,"F",0.06,"Lake","MECP",0.06
"Burrows Lake","2016-07-05",49.95222,-86.73833,"NP",862,3800,"F",0.104,"Lake","MECP",0.104
"Burrows Lake","2016-07-05",49.95222,-86.73833,"WALL",344,450,"M",0.068,"Lake","MECP",0.068
"Burrows Lake","2016-07-05",49.95222,-86.73833,"WALL",421,590,"M",0.05,"Lake","MECP",0.05
"Burrows Lake","2016-07-05",49.95222,-86.73833,"WALL",507,960,"M",0.092,"Lake","MECP",0.092
"Butler Lake","2015-08-15",49.67611,-92.66,"LWF",425,913,"F",0.033,"Lake","MECP",0.01503
"Butler Lake","2015-08-15",49.67611,-92.66,"LWF",447,1100,"F",0.04,"Lake","MECP",0.01901
"Butler Lake","2015-08-15",49.67611,-92.66,"LWF",492,1401,"F",0.029,"Lake","MECP",0.02433
"Butler Lake","2015-08-16",49.67611,-92.66,"NP",510,600,"F",0.019,"Lake","MECP",0.01204
"Butler Lake","2015-08-16",49.67611,-92.66,"NP",595,1165,"F",0.016,"Lake","MECP",0.02436
"Butler Lake","2015-08-16",49.67611,-92.66,"NP",1023,6800,"F",0.027,"Lake","MECP",0.00871
"Butler Lake","2015-08-16",49.67611,-92.66,"SAUG",275,136,"F",0.034,"Lake","MECP",0.02231
"Butler Lake","2015-08-16",49.67611,-92.66,"SAUG",306,221,"M",0.034,"Lake","MECP",0.01872
"Butler Lake","2015-08-16",49.67611,-92.66,"SAUG",406,493,"F",0.035,"Lake","MECP",0.00507
"Butler Lake","2015-08-16",49.67611,-92.66,"WALL",301,210,"F",0.032,"Lake","MECP",0.01746
"Butler Lake","2015-08-16",49.67611,-92.66,"WALL",200,210,"F",0.054,"Lake","MECP",0.054
"Butler Lake","2015-08-16",49.67611,-92.66,"WALL",415,634,"F",0.019,"Lake","MECP",0.01897
"Butler Lake","2015-08-16",49.67611,-92.66,"WS",315,402,"M",0.023,"Lake","MECP",0.01869
"Butler Lake","2015-08-15",49.67611,-92.66,"WS",354,542,"",0.02,"Lake","MECP",0.00595
"Butler Lake","2015-08-15",49.67611,-92.66,"WS",489,1358,"F",0.009,"Lake","MECP",0.00432
"Caland Pit Lake","2017-09-21",48.8175,-91.61333,"NP",490,685,"F",0.028,"Lake","MECP",0.02074
"Caland Pit Lake","2017-09-22",48.8175,-91.61333,"NP",581,1288,"F",0.027,"Lake","MECP",0.00574
"Caland Pit Lake","2017-09-22",48.8175,-91.61333,"NP",631,1526,"F",0.078,"Lake","MECP",0.078
"Caland Pit Lake","2017-09-22",48.8175,-91.61333,"NP",674,1892,"F",0.349,"Lake","MECP",0.349
"Caland Pit Lake","2017-09-22",48.8175,-91.61333,"NP",756,3299,"F",0.077,"Lake","MECP",0.077
"Caland Pit Lake","2017-09-21",48.8175,-91.61333,"WALL",293,244,"",0.021,"Lake","MECP",0.00949
"Caland Pit Lake","2017-09-21",48.8175,-91.61333,"WALL",455,911,"F",0.034,"Lake","MECP",0.0174
"Caland Pit Lake","2017-09-22",48.8175,-91.61333,"WALL",490,1108,"F",0.07,"Lake","MECP",0.07
"Caland Pit Lake","2017-09-22",48.8175,-91.61333,"WALL",534,1253,"M",0.029,"Lake","MECP",0.02265
"Caland Pit Lake","2017-09-21",48.8175,-91.61333,"WALL",592,1827,"F",0.06,"Lake","MECP",0.06
"Carafel Lake","2010-09-15",46.72917,-80.48722,"NP",508,900,"M",0.035,"Lake","MECP",0.01776
"Carafel Lake","2010-09-15",46.72917,-80.48722,"NP",543,1000,"M",0.026,"Lake","MECP",0.00201
"Carafel Lake","2010-09-15",46.72917,-80.48722,"NP",588,1300,"M",0.035,"Lake","MECP",0.0168
"Carafel Lake","2010-09-15",46.72917,-80.48722,"NP",645,1620,"F",0.036,"Lake","MECP",0.01498
"Carafel Lake","2010-09-15",46.72917,-80.48722,"NP",695,2150,"M",0.044,"Lake","MECP",0.0162
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"LWF",164,32,"",0.03641,"Lake","Lescord",0.03641
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"LWF",210,75,"F",0.05762,"Lake","Lescord",0.05762
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"LWF",290,240,"F",0.03472,"Lake","Lescord",0.03472
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"LWF",327,320,"F",0.03934,"Lake","Lescord",0.03934
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"LWF",316,370,"M",0.01679,"Lake","Lescord",0.01679
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"LWF",349,460,"M",0.01635,"Lake","Lescord",0.01635
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"LWF",355,540,"F",0.00895,"Lake","Lescord",0.00895
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"LWF",366,545,"F",0.01056,"Lake","Lescord",0.01056
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"LWF",375,580,"M",0.03777,"Lake","Lescord",0.03777
"Carpenter Lake","2014-08-06",51.18967,-90.76012,"LWF",467,1040,"M",0.00891,"Lake","Lescord",0.00891
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"NP",459,520,"M",0.01058,"Lake","Lescord",0.01058
"Carpenter Lake","2014-08-08",51.18967,-90.76012,"NP",549,710,"M",0.00139,"Lake","Lescord",0.00139
"Carpenter Lake","2014",51.18967,-90.76012,"NP",528,750,"F",0.00581,"Lake","Lescord",0.00581
"Carpenter Lake","2014-08-06",51.18967,-90.76012,"NP",525,760,"M",0.01775,"Lake","Lescord",0.01775
"Carpenter Lake","2014-08-06",51.18967,-90.76012,"NP",581,770,"M",0.01146,"Lake","Lescord",0.01146
"Carpenter Lake","2014-08-06",51.18967,-90.76012,"NP",617,920,"F",0.00678,"Lake","Lescord",0.00678
"Carpenter Lake","2014-08-06",51.18967,-90.76012,"NP",569,1000,"F",0.01192,"Lake","Lescord",0.01192
"Carpenter Lake","2014-08-06",51.18967,-90.76012,"NP",593,1120,"F",0.01252,"Lake","Lescord",0.01252
"Carpenter Lake","2014",51.18967,-90.76012,"NP",651,1300,"F",7e-04,"Lake","Lescord",7e-04
"Cassels Lake","2014-05-31",47.07167,-79.72222,"NP",548,820,"",0.04,"Lake","MECP",0.00138
"Cassels Lake","2014-05-31",47.07167,-79.72222,"NP",643,1750,"F",0.087,"Lake","MECP",0.087
"Cassels Lake","2014-05-31",47.07167,-79.72222,"WALL",339,299,"M",0.061,"Lake","MECP",0.061
"Cassels Lake","2014-05-31",47.07167,-79.72222,"WALL",482,993,"F",0.042,"Lake","MECP",0.00471
"Cataraqui River - Kingston Rowing Cl.","2015-09-02",44.21667,-76.48333,"YPERCH",64,NA,"",0.094,"River","MECP",0.094
"Cataraqui River - Kingston Rowing Cl.","2015-09-02",44.21667,-76.48333,"YPERCH",63,NA,"",0.096,"River","MECP",0.096
"Cataraqui River - upstream of 401","2015-09-02",44.25,-76.45,"YPERCH",52,NA,"",0.04,"River","MECP",0.00415
"Cataraqui River - upstream of 401","2015-09-02",44.25,-76.45,"YPERCH",57,NA,"",0.04,"River","MECP",0.00667
"Cataraqui River - upstream of 401","2015-09-02",44.25,-76.45,"YPERCH",54,NA,"",0.041,"River","MECP",0.00512
"Cataraqui River - upstream of 401","2015-09-02",44.25,-76.45,"YPERCH",56,NA,"",0.041,"River","MECP",0.01619
"Cataraqui River - upstream of 401","2015-09-02",44.25,-76.45,"YPERCH",56,NA,"",0.042,"River","MECP",0.02229
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"BBULL",234,80,"F",0.031,"River","MECP",0.02311
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"BBULL",256,150,"F",0.018,"River","MECP",0.02434
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"BBULL",232,160,"F",0.013,"River","MECP",0.00217
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"BBULL",239,170,"F",0.015,"River","MECP",0.00759
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"BBULL",312,280,"M",0.02,"River","MECP",0.00407
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"BBULL",298,320,"M",0.016,"River","MECP",0.02264
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"BBULL",298,330,"M",0.014,"River","MECP",0.00613
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"BBULL",361,530,"M",0.077,"River","MECP",0.077
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"Common Carp",614,2900,"M",0.202,"River","MECP",0.202
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"Common Carp",676,4000,"M",0.114,"River","MECP",0.114
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"Common Carp",696,4940,"F",0.081,"River","MECP",0.081
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"Common Carp",745,5140,"M",0.173,"River","MECP",0.173
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"Common Carp",789,5650,"M",0.151,"River","MECP",0.151
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"LMB",224,150,"",0.043,"River","MECP",0.01842
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"LMB",326,530,"M",0.029,"River","MECP",0.02176
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"LMB",357,730,"M",0.206,"River","MECP",0.206
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"LMB",389,950,"F",0.057,"River","MECP",0.057
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"LMB",401,1000,"F",0.164,"River","MECP",0.164
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"NP",401,490,"M",0.015,"River","MECP",0.00026
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"NP",502,930,"F",0.049,"River","MECP",0.00687
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"NP",607,1360,"F",0.04,"River","MECP",0.01104
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"NP",643,1540,"F",0.022,"River","MECP",0.0167
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"NP",711,2570,"F",0.048,"River","MECP",0.02085
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"PSEED",166,50,"M",0.151,"River","MECP",0.151
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"PSEED",133,59,"M",0.188,"River","MECP",0.188
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"PSEED",152,60,"F",0.036,"River","MECP",0.01743
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"PSEED",154,70,"M",0.129,"River","MECP",0.129
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"PSEED",151,80,"F",0.204,"River","MECP",0.204
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"PSEED",164,90,"M",0.149,"River","MECP",0.149
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"PSEED",163,100,"F",0.07,"River","MECP",0.07
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"PSEED",178,100,"M",0.074,"River","MECP",0.074
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"PSEED",171,110,"M",0.163,"River","MECP",0.163
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"PSEED",185,140,"F",0.161,"River","MECP",0.161
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WALL",324,310,"F",0.062,"River","MECP",0.062
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WALL",489,1230,"F",0.073,"River","MECP",0.073
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WALL",526,1490,"M",0.069,"River","MECP",0.069
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WALL",635,2590,"F",0.048,"River","MECP",0.02285
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WALL",667,3070,"F",0.095,"River","MECP",0.095
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WS",437,940,"M",0.017,"River","MECP",0.01756
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WS",457,1040,"M",0.043,"River","MECP",0.00949
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WS",482,1190,"F",0.018,"River","MECP",0.01226
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WS",471,1230,"F",0.027,"River","MECP",0.0075
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"WS",528,1380,"F",0.072,"River","MECP",0.072
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"YPERCH",149,30,"F",0.013,"River","MECP",0.01554
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"YPERCH",163,50,"F",0.014,"River","MECP",0.01119
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"YPERCH",173,50,"F",0.028,"River","MECP",0.02286
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"YPERCH",190,80,"F",0.002,"River","MECP",0.00309
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"YPERCH",171,80,"F",0.016,"River","MECP",0.01116
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"YPERCH",217,110,"F",0.003,"River","MECP",0.0135
"Cataraqui River Belle Island","2015-06-16",44.25444,-76.47306,"YPERCH",221,110,"F",0.005,"River","MECP",0.02389
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"YPERCH",188,110,"F",0.039,"River","MECP",0.00223
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"YPERCH",206,130,"F",0.011,"River","MECP",0.00979
"Cataraqui River Belle Island","2010-06-14",44.25444,-76.47306,"YPERCH",223,190,"F",0.004,"River","MECP",0.02003
"Catfish Lake","2018-06-27",48.09111,-84.80167,"BUR",405,420,"M",0.438,"Lake","MECP",0.438
"Catfish Lake","2018-06-27",48.09111,-84.80167,"BUR",500,800,"M",0.621,"Lake","MECP",0.621
"Catfish Lake","2018-06-27",48.09111,-84.80167,"BUR",570,1020,"M",0.377,"Lake","MECP",0.377
"Catfish Lake","2018-06-27",48.09111,-84.80167,"LT",732,3630,"M",1.287,"Lake","MECP",1.287
"Catfish Lake","2018-06-27",48.09111,-84.80167,"LT",725,3960,"F",1.613,"Lake","MECP",1.613
"Catfish Lake","2018-06-27",48.09111,-84.80167,"NP",580,1040,"F",0.447,"Lake","MECP",0.447
"Catfish Lake","2018-06-27",48.09111,-84.80167,"NP",671,1720,"F",0.93,"Lake","MECP",0.93
"Catfish Lake","2018-06-27",48.09111,-84.80167,"NP",745,2580,"F",0.985,"Lake","MECP",0.985
"Catfish Lake","2018-06-27",48.09111,-84.80167,"WALL",405,690,"F",0.107,"Lake","MECP",0.107
"Catfish Lake","2018-06-27",48.09111,-84.80167,"WALL",557,1500,"M",0.173,"Lake","MECP",0.173
"Catfish Lake","2018-06-27",48.09111,-84.80167,"WALL",710,3550,"F",0.672,"Lake","MECP",0.672
"Centre Lake","2017-05-02",45.01083,-78.04778,"Fallfish",355,350,"M",0.006,"Lake","MECP",0.01202
"Centre Lake","2017-05-02",45.01083,-78.04778,"Fallfish",391,560,"M",0.008,"Lake","MECP",0.01491
"Centre Lake","2017-05-02",45.01083,-78.04778,"Fallfish",426,690,"M",0.017,"Lake","MECP",0.01205
"Centre Lake","2017-05-02",45.01083,-78.04778,"LMB",268,240,"M",0.013,"Lake","MECP",0.00375
"Centre Lake","2017-05-02",45.01083,-78.04778,"LMB",302,320,"M",0.009,"Lake","MECP",0.00819
"Centre Lake","2017-05-02",45.01083,-78.04778,"LMB",345,520,"F",0.008,"Lake","MECP",0.00623
"Centre Lake","2017-05-02",45.01083,-78.04778,"SMB",281,220,"M",0.051,"Lake","MECP",0.051
"Centre Lake","2017-05-02",45.01083,-78.04778,"SMB",321,350,"F",0.019,"Lake","MECP",0.01447
"Centre Lake","2017-05-02",45.01083,-78.04778,"WS",321,360,"M",0.004,"Lake","MECP",0.00017
"Centre Lake","2017-05-02",45.01083,-78.04778,"WS",428,940,"F",0.014,"Lake","MECP",0.00539
"Centre Lake","2017-05-02",45.01083,-78.04778,"WS",513,1530,"F",0.01,"Lake","MECP",0.02324
"Chiniguchi Lake","2010-07-07",46.93111,-80.70333,"LT",204,65,"F",0.019,"Lake","MECP",0.00759
"Chiniguchi Lake","2010-07-07",46.93111,-80.70333,"LT",290,175,"M",0.026,"Lake","MECP",0.00318
"Chiniguchi Lake","2010-07-07",46.93111,-80.70333,"LT",330,255,"M",0.047,"Lake","MECP",0.00144
"Chiniguchi Lake","2010-07-07",46.93111,-80.70333,"LT",364,390,"F",0.014,"Lake","MECP",0.00935
"Chiniguchi Lake","2015-06-22",46.93111,-80.70333,"LT",358,430,"M",0.02,"Lake","MECP",0.00816
"Chiniguchi Lake","2015-06-22",46.93111,-80.70333,"LT",416,610,"M",0.027,"Lake","MECP",0.01638
"Chiniguchi Lake","2010-07-07",46.93111,-80.70333,"LT",434,720,"M",0.02,"Lake","MECP",0.02366
"Chiniguchi Lake","2010-07-07",46.93111,-80.70333,"LT",496,1050,"M",0.054,"Lake","MECP",0.054
"Chiniguchi Lake","2015-06-22",46.93111,-80.70333,"LT",515,1260,"F",0.166,"Lake","MECP",0.166
"Chiniguchi Lake","2010-07-07",46.93111,-80.70333,"LT",538,1275,"M",0.035,"Lake","MECP",0.01112
"Chiniguchi Lake","2015-06-22",46.93111,-80.70333,"LT",549,1410,"M",0.034,"Lake","MECP",0.00455
"Chiniguchi Lake","2010-07-07",46.93111,-80.70333,"LT",588,1700,"F",0.241,"Lake","MECP",0.241
"Chiniguchi Lake","2015-06-22",46.93111,-80.70333,"LT",670,2380,"F",0.056,"Lake","MECP",0.056
"Chiniguchi Lake","2015-06-22",46.93111,-80.70333,"SMB",245,185,"F",0.044,"Lake","MECP",0.00426
"Chiniguchi Lake","2015-06-22",46.93111,-80.70333,"SMB",305,330,"F",0.057,"Lake","MECP",0.057
"Chiniguchi Lake","2015-06-22",46.93111,-80.70333,"SMB",378,660,"M",0.083,"Lake","MECP",0.083
"Chiniguchi Lake","2015-06-22",46.93111,-80.70333,"SMB",428,1060,"M",0.039,"Lake","MECP",0.00113
